v1,v2,v3,v4,v5,v6,amount,hour,is_fraud
-0.162638,-0.239996,0.420942,1.397031,-0.102903,1.476477,523.542128,21,0
-0.455404,1.475211,-0.459878,0.420879,0.594636,1.71874,67.065287,21,0
-0.926613,1.288277,1.012856,0.350588,0.166095,1.380631,51.91406,20,0
0.995255,-0.088472,0.594302,0.169608,-0.575558,0.472519,102.415802,12,0
-1.765468,0.85325,-0.991244,-0.564339,0.561392,1.23322,1643.359687,7,1
-1.126634,-0.028563,0.387444,-0.476633,-0.290422,0.820232,24.550981,20,0
-0.630878,0.068902,-1.177936,-0.045419,0.096951,-0.068802,76.978558,10,0
-0.743651,1.236398,1.500467,-0.908497,0.266365,2.05882,76.73119,2,0
-1.194415,-0.195832,0.184147,1.547126,-1.48133,-0.911103,382.613119,17,0
0.604001,-3.400359,0.797365,-1.874016,-1.415408,-0.514266,1034.928854,0,0
-1.015055,-1.981126,-1.193857,0.931814,-0.685605,-0.088487,87.206952,5,0
2.668363,0.206005,-2.029164,-0.058913,-1.134459,-0.038756,66.416593,16,0
0.412368,2.054145,0.104664,0.923499,1.576737,2.503746,84.726728,5,0
-1.666694,0.760753,0.056599,-1.165775,-0.009544,-0.733024,111.325597,10,0
0.030157,1.664901,-1.870353,1.762946,-0.700659,0.594631,45.058508,20,0
2.917693,-1.771433,0.289264,0.272692,0.208809,-0.592744,24.451992,13,0
-0.912051,-0.524696,0.80058,0.592233,-0.765114,0.21378,108.868166,16,0
1.750178,-0.278567,-1.073226,-0.019916,-0.693935,-0.327315,185.457066,11,0
-1.864434,0.579432,0.629398,1.245193,2.11821,-1.692561,181.124799,1,0
-1.549845,1.511726,-0.055869,-1.428938,0.428586,-0.269027,88.555002,5,0
0.100832,0.730087,0.139308,1.203624,0.161757,0.082184,829.227701,11,0
0.875625,2.056051,1.957697,0.77041,-0.174841,0.738104,375.232715,11,0
0.326304,0.08689,-0.109919,0.891333,0.065247,-1.147941,21.84559,10,0
0.410581,1.54009,0.72324,0.644725,-1.229401,1.699368,47.458573,18,0
-0.535246,1.536583,1.674685,0.355376,1.962006,-0.042941,74.781058,18,0
-0.052631,0.707376,2.185272,-1.341239,-3.188146,-0.415674,172.540906,23,1
-2.06845,0.439001,1.038605,-1.987377,1.339583,-0.208976,256.292979,5,0
0.710601,-1.285295,0.084752,-0.411734,-1.480556,-1.045726,71.837461,7,0
0.895079,0.771058,0.51772,1.359173,0.668206,0.162455,100.224313,17,0
-0.341263,1.386896,-0.764157,2.287974,-0.109479,-1.171294,22.668022,5,0
0.518612,0.485303,1.42979,0.953925,-0.603027,-0.390201,121.868084,17,0
-0.649657,-0.707568,-0.177866,1.413567,1.380888,0.188144,116.526389,15,0
0.246401,0.169199,-0.762113,-0.369822,-1.014563,1.961961,141.79285,23,0
-0.604124,-0.575178,-0.260693,0.144932,-0.102724,1.572736,916.49094,17,0
-1.742319,0.251459,1.041156,0.108557,-1.454119,0.855641,42.750362,4,0
-0.405056,1.097586,0.667781,0.53404,0.440882,-1.18303,9.262231,4,0
-0.040724,0.438609,0.18325,0.399467,-0.786826,-1.323399,181.597584,19,0
-0.208547,0.526536,0.302752,0.093003,1.028514,1.065668,163.980206,7,0
-1.380919,1.074501,-1.908061,0.832228,-0.391799,0.003085,43.384938,17,0
0.731544,0.050547,-0.007436,-1.74032,0.461554,-0.451001,81.804982,8,0
-0.942963,1.332651,0.907454,1.14031,0.721263,0.51313,96.01487,8,0
2.394685,-0.851671,-0.088432,-1.253322,-0.17235,-1.488928,28.374494,11,0
1.248789,-0.397397,-0.811317,-0.435148,0.189464,-0.122236,70.562809,22,0
-1.002506,1.34216,0.085722,-2.300411,-0.566991,1.020822,114.934203,17,0
0.88431,2.20157,-0.886726,-0.756791,-2.386405,0.633513,65.99328,20,0
-2.0396,0.975897,-1.446622,-0.880281,0.418047,-1.027425,110.455179,2,0
0.352989,0.723674,1.077096,1.044029,0.208552,0.376312,52.241335,19,0
-0.875569,0.655428,0.133241,-0.344621,0.498815,-0.136348,25.705378,11,0
0.38037,2.306476,-0.672716,-0.678956,-0.332568,-0.943033,21.747289,3,0
1.277724,0.356269,1.895569,1.414442,-0.719904,1.369314,73.507607,18,0
-1.537332,-1.183507,2.098306,0.564271,-0.239265,-0.107812,1183.85851,0,1
-0.431005,-0.742944,0.556567,0.461471,0.188632,-0.583448,150.619753,22,0
0.831264,0.187698,-2.723154,0.189994,1.20249,1.870049,41.93252,6,0
-0.162602,0.127202,0.032276,-0.830118,-1.546997,0.217106,65.542419,0,0
0.149383,0.19814,0.476575,0.549814,-0.007776,0.388227,13.729271,16,0
-1.937696,-0.961242,-0.89272,-0.258241,-1.242451,0.447971,34.189019,4,0
-0.321822,-1.05047,1.507752,-0.197386,0.294843,-0.656204,12.969786,6,0
-0.247698,1.467174,0.851054,-0.448264,-1.283422,-1.151818,17.434818,9,0
-0.974396,-1.354832,0.334985,-1.197432,-0.767414,-0.202588,64.070766,21,0
0.054143,-0.077947,-1.258234,-0.63707,-0.761486,0.010134,5.402101,7,0
-0.359353,0.702154,2.521552,-0.532657,0.483141,-1.500866,20.115866,23,0
0.189292,-0.129102,-0.270617,2.158198,-0.900387,0.437712,49.739136,0,0
0.543653,-1.862757,1.008794,-0.087683,0.789516,0.690246,113.992347,20,0
1.436492,-0.058264,1.71438,-0.230136,-0.171601,0.85496,55.273964,18,0
-0.748757,0.427696,0.931995,-1.15099,1.113409,-0.091634,133.744631,9,0
-0.643944,2.565807,0.249526,1.226022,0.855304,0.983243,395.217597,10,0
-1.28932,0.809117,1.59456,-0.443018,-0.47202,-1.707444,10.697879,23,0
1.084791,-0.341365,0.437008,-1.716549,0.180048,-0.133125,119.938504,2,0
0.408003,0.268917,1.879852,-0.238663,1.188979,-1.334637,83.246498,8,0
-0.663132,1.837959,0.801893,-2.464695,0.614896,-0.343675,197.698209,1,0
0.059415,2.229618,-1.539051,0.958513,-0.862671,0.131195,218.611287,13,0
1.69109,0.451927,-0.681077,0.198501,-2.618679,-0.032648,760.506827,9,0
-0.135389,-1.123751,-0.683282,0.5679,0.462826,0.199593,119.829039,6,0
-3.029114,-0.432508,-1.151309,1.203258,-0.440933,-0.560716,244.017082,21,0
1.408357,-1.621676,-0.516858,1.020829,1.637328,0.715496,426.865355,20,0
-1.856159,-0.719589,-0.572738,0.943579,-0.05926,0.122503,47.365562,20,0
2.692146,-0.427187,0.08688,-0.831656,-0.637474,1.19265,65.181064,20,0
0.262999,1.43825,-1.857313,-0.35948,-0.513369,1.581049,121.931789,1,0
1.311201,-0.446225,-0.558842,0.764901,0.828076,1.783857,15.665087,13,0
-0.36368,-0.093606,1.371825,-1.815688,0.771558,-0.508194,56.486367,20,0
1.665195,-1.565851,-0.200193,0.070243,-0.335705,-1.56631,24.323995,0,0
-0.24418,-1.117958,-0.410235,0.992458,1.09206,-0.928125,236.704935,13,0
-0.000394,-1.081382,-0.765119,0.339065,0.826588,1.270755,67.801454,8,0
-0.629039,-1.015965,-0.341514,1.723894,0.662145,-0.560301,155.731019,19,0
0.190325,-0.304126,-1.838134,1.00737,-1.27856,-0.195775,41.236495,21,0
1.321092,1.507565,0.206914,2.270591,-0.400623,-1.615961,302.148846,18,0
-1.098811,-0.036384,1.883561,-1.160901,0.650136,1.157913,67.762532,23,0
0.805763,-0.560077,1.579003,0.438668,0.935943,-2.164077,109.070006,12,0
1.221108,-0.513728,0.188229,-1.008003,0.886976,0.861878,296.8481,15,0
-1.249702,-2.971506,1.140553,-0.078732,-0.750921,-1.734264,236.82449,9,1
0.096469,-1.286191,1.453086,0.982766,-1.829839,0.15371,165.678703,8,0
-2.936103,-1.760942,1.753085,0.474042,0.341386,0.431275,20.150297,21,0
2.567185,-0.708517,-0.0647,0.346688,0.267618,-0.189744,128.405444,4,0
-1.002537,0.863326,0.599689,0.164542,-0.550323,-0.601592,253.182404,10,0
1.173753,-1.500693,-1.341904,1.413173,0.387565,0.120737,56.167398,22,1
0.308328,0.892794,0.136258,1.199554,1.955487,0.759334,292.740752,14,0
-0.558287,-0.952797,-1.10356,-0.620319,0.008812,0.235312,93.99785,20,0
-0.175774,-0.318078,-1.343326,-0.252183,0.714952,0.605933,15.201248,13,0
-2.443544,0.741827,-0.66279,-0.232124,-0.557975,-0.913049,42.320245,7,0
-3.051923,-1.937954,1.179615,-1.643703,-0.052656,-0.083692,420.111035,17,1
-1.897371,0.213842,1.935787,0.37329,-0.922988,0.176506,99.096998,1,0
-1.46072,-0.635771,1.027565,-1.129238,-0.101802,-1.587223,110.150429,16,0
2.112437,-0.4313,-0.644669,0.181541,-0.906207,0.966347,86.41565,14,0
0.130312,1.461557,-1.114411,-0.148045,-0.058938,-0.770776,119.261354,0,0
-2.723722,-2.464695,2.465755,0.264042,1.164658,-0.976742,97.6505,19,1
1.322998,0.642591,-0.683266,1.189325,2.050308,-1.110344,70.633187,22,0
1.446082,0.448411,0.804785,0.293469,0.568759,-2.11705,101.775805,3,0
-0.293047,-1.137394,-1.297668,0.533869,-0.688748,-0.114174,10.111265,2,0
1.894164,-1.04779,-1.170154,-0.315261,-0.809605,0.419256,57.411573,18,0
0.35783,-1.283433,-0.461818,-1.623057,0.332134,1.62996,111.290641,22,0
-0.591197,-0.365831,0.56257,0.801466,0.322622,-0.127192,77.474334,22,0
-0.619364,-1.673407,-0.099399,-0.550226,0.754607,-0.286752,73.297075,22,0
1.07477,2.667841,-0.00915,3.108379,1.350793,0.540516,37.112287,0,0
0.391666,0.408921,0.868171,-0.847566,2.108054,1.968888,11.354054,14,0
1.150153,-0.433797,-1.200322,0.574285,-0.425788,0.227483,20.108207,12,0
-1.655452,1.253523,-0.057367,-2.268865,0.17833,-0.406192,7.173947,21,0
0.521099,-0.886227,0.411848,1.006803,-1.438352,0.533411,432.463854,0,0
0.161303,1.726905,0.100275,-1.488829,1.644311,-1.220954,87.040947,12,0
2.027289,-0.227951,-0.589353,1.533509,-1.37642,2.364465,101.789542,10,0
0.279692,-0.21053,-2.108557,0.316624,0.767385,-0.559239,115.935908,16,0
-0.325894,-2.215989,-0.00053,0.043577,1.798998,-1.795003,161.127074,4,0
-3.751789,-1.000624,0.886206,-0.238109,0.252573,0.332542,2677.350671,18,1
-0.685604,0.188428,-0.066451,0.377541,0.904983,0.264021,127.747187,11,0
-2.011469,0.027888,-1.319543,0.831482,-2.016983,-0.304459,155.588487,2,0
0.516285,0.662237,-0.985647,1.28093,-0.044406,1.592223,23.253517,20,0
1.234437,1.50527,1.05263,-0.207252,0.453072,1.412698,6.159265,0,0
3.685852,1.219869,0.932279,1.627879,0.09237,-0.135001,168.611018,19,0
-1.219625,0.064327,-2.240867,-2.00784,-0.334282,-0.128331,13.098423,10,0
0.435721,0.034045,1.095447,-0.737763,-0.459017,-0.66441,77.872876,15,0
-0.938266,-1.367265,-0.141456,1.507894,0.685438,0.181762,81.097167,7,0
-1.390729,0.729288,-0.437041,-0.38239,0.037457,0.054621,267.712513,0,0
-1.187534,-1.486518,-1.002418,-0.515495,0.874478,-0.717835,65.284002,19,0
1.394034,-2.020901,-0.853652,-1.280181,0.523473,0.413327,61.593895,13,0
0.105818,-0.784353,1.064824,1.139234,-0.308342,2.850589,574.407672,9,0
0.372822,1.604836,-0.637269,-0.959201,-1.017915,0.994428,263.237323,17,0
1.044917,0.140353,0.747123,1.228558,0.010648,0.893655,39.538371,15,1
2.025151,-1.778768,-0.238012,-1.079577,0.990762,2.097511,127.350519,12,0
-0.691063,1.866734,-0.280572,1.372443,1.783485,-0.738719,25.995053,14,0
-1.479293,-1.103059,0.753413,0.60199,-0.293268,-1.456756,918.238738,23,0
-0.620107,-2.54683,0.926611,0.069299,-1.347047,-3.110789,663.202187,10,0
-1.22283,-1.346247,0.10964,-1.364733,1.072437,-0.091972,57.321454,10,1
-0.29374,-0.447022,0.374995,1.286085,-1.539211,-1.347776,393.566819,10,0
0.925929,0.615096,-1.327718,-1.060417,-0.143613,-1.221758,175.717197,4,0
-1.251561,1.117904,-0.192082,0.877432,-0.889902,-1.097944,11.350232,12,0
-1.554946,-0.081981,0.802932,0.533851,-0.423009,1.239437,318.35697,13,0
0.934907,-0.486654,0.932979,1.044897,0.308768,0.68259,450.04102,3,0
-1.20881,-0.788611,-0.809595,0.392334,0.343602,-0.800507,1570.458257,7,1
0.323308,0.163543,0.744436,-0.901993,2.240355,1.037724,120.968927,13,0
0.113975,0.073469,-1.48327,1.411335,0.468045,0.346007,17.89867,10,0
0.216325,-0.55622,-0.59008,-0.297747,1.215366,-0.054366,482.491671,9,0
1.36571,0.414734,0.943109,-0.948344,-0.535221,-0.340036,35.88236,16,0
-1.084755,-0.182359,1.599148,0.589331,-0.391142,-0.653084,33.788141,0,0
0.317734,-0.189243,-0.729342,0.392089,-0.944512,-2.352843,95.77312,13,0
0.472427,1.60006,0.275543,-0.585536,-1.006142,-1.598531,35.555574,2,0
0.118235,0.887688,0.617134,2.480156,-0.732869,-0.989756,44.286323,20,0
0.052801,-0.60671,0.341524,-1.521126,0.88845,0.365801,132.602636,20,0
-0.286288,1.324326,0.429761,1.128489,-1.456213,-1.464842,238.431689,14,0
0.170577,-0.629323,0.358091,1.182413,-0.983022,3.305498,1695.243099,8,0
0.944008,1.18238,-1.503948,0.567917,-1.244952,-0.508777,30.316,14,0
-0.884812,-0.188166,-0.133748,-1.489494,2.825827,-0.495337,124.299769,10,0
-1.429902,3.037153,-0.01845,-0.210106,0.747975,0.815464,174.236596,13,0
1.850139,-0.387043,-1.213616,0.392103,-0.177655,-0.150157,372.053213,11,0
-2.493445,0.692025,-0.103807,-0.20419,0.031271,-0.85373,83.670991,14,0
-2.47562,0.00042,-1.333257,-0.004404,-0.375671,-0.618532,42.674048,13,0
1.489196,-2.889216,-0.514776,-0.443105,-0.172145,1.706317,81.792403,15,0
-1.482486,0.856569,1.747751,-0.167116,-0.438087,-0.305124,27.023703,17,0
-0.12647,-1.756368,0.599174,0.042174,-0.413616,1.277766,800.13094,11,0
-0.150855,0.019034,-0.400428,0.29815,0.731183,-0.944683,1476.204589,3,0
0.130138,1.195407,0.023864,-0.297908,-0.030023,0.893818,32.845417,3,0
0.796889,-0.233106,0.4129,-0.251146,0.26231,1.753239,98.588031,7,0
-1.059924,-1.625884,-0.041278,-1.05371,-0.400564,-0.675953,86.944495,7,0
-1.812662,-1.347076,1.04907,1.570198,-0.773296,-0.889822,58.315938,23,0
-0.698891,-0.118119,0.827342,-1.374374,-1.530791,0.750044,28.126768,19,0
-2.888416,0.218975,0.088692,-0.177699,1.911834,0.162779,42.101988,4,0
-0.421765,-0.820165,0.192162,1.617248,1.137857,-0.25621,545.899614,18,0
-0.670308,-1.891251,-0.784124,1.360783,-1.310781,2.101773,142.83959,9,0
2.56278,0.23705,0.374034,0.861791,2.024937,0.909883,70.181596,5,0
-0.466531,-0.701725,1.543649,0.872912,0.151976,1.468428,119.242357,10,0
-1.183202,2.387347,-1.409087,0.485366,1.731324,0.685522,13.311747,5,0
-0.750245,1.484097,-0.009126,-0.523801,0.106958,0.667956,29.611425,19,0
2.057606,0.88024,0.07797,1.028903,0.703459,-1.868678,44.809395,14,0
1.661394,-0.327148,1.085536,0.939906,0.667046,-1.786619,46.229001,9,0
0.010122,-0.98627,0.732073,0.357993,-0.820294,1.345612,94.163052,12,0
1.032644,-0.978731,-0.032949,-0.247239,0.026428,-0.900909,169.333256,14,0
-0.461034,1.97978,-1.255946,0.882461,0.706453,-0.725752,19.444811,2,0
0.992881,-0.16938,-0.970057,0.351604,0.236993,0.960418,838.314869,7,0
1.06781,2.35599,1.114972,-0.72408,0.470268,-0.557489,156.75044,9,0
-0.015173,-1.556268,-0.545558,-0.988687,-0.656413,-1.399068,626.562969,12,0
-0.220702,-2.145406,1.078835,0.111385,-0.745197,1.173562,47.687661,6,0
-0.118168,0.938465,-0.570583,-0.188143,-1.012029,0.832951,73.985455,15,0
-0.582731,0.65676,0.9787,0.273066,0.76937,-1.154988,42.161059,8,0
-1.919834,1.527526,1.005641,-0.015243,-0.500741,-1.362411,273.005087,0,0
1.101584,-0.273533,-0.250776,-0.669323,0.982906,1.549943,133.160975,7,0
0.896874,0.217293,2.414447,-1.685385,0.599595,-2.58121,44.690991,1,0
-4.78637,-1.864662,0.711088,-0.604867,-1.727459,0.235621,625.950556,1,1
-1.022374,2.164827,-0.022273,0.317518,-0.395044,-1.667073,216.356959,13,0
-0.327352,1.352357,0.165503,-0.743081,-0.707092,-0.195111,165.735219,5,0
-3.065663,-0.77461,1.952874,-0.027982,-0.841104,-0.207049,144.792772,10,1
-0.789749,1.683574,-0.445784,-0.745883,-0.317193,1.382778,139.83515,18,0
-0.274052,0.43406,0.623642,-0.628438,-2.499931,-1.0817,427.978927,3,0
0.038119,-0.30795,-0.179249,-0.82746,0.104963,-0.504905,71.703057,11,0
1.939024,0.849252,0.689503,1.053085,0.719747,-0.801707,266.147993,9,1
-0.269837,1.049222,-0.133744,0.827787,-1.704865,-1.614019,69.050576,22,0
-3.216609,-2.663387,1.727526,0.624874,0.063557,-0.28052,1632.90821,7,1
-2.49908,1.933106,1.065657,-0.509524,-1.029625,0.504813,8.234458,9,0
0.448667,2.575958,1.177928,1.113884,2.027808,0.283768,57.973467,23,0
0.676794,0.238943,-0.577475,0.13006,-0.175678,-1.461034,315.401798,14,0
-0.616141,1.13387,-1.231947,1.775347,-0.216847,0.874527,1384.253852,5,0
0.959563,-0.754455,-0.670131,0.543726,0.587014,-0.50727,893.856966,5,0
1.701659,0.089928,-0.011154,0.513507,-0.610055,1.763203,104.731322,4,0
-0.154057,-2.874277,-0.615114,0.526219,-1.077628,0.096949,94.282665,15,0
-1.339601,0.752072,-1.609851,0.597049,0.526707,2.01439,251.042658,19,0
-0.149363,-0.895051,-0.2304,-0.396215,-1.54102,-1.066285,81.403069,15,0
0.396034,-1.616721,1.022886,-1.259919,-1.188026,0.265936,41.022686,16,0
-0.325554,1.39487,-0.973188,0.498385,0.949524,1.166897,25.167274,18,0
1.518604,2.161935,1.266072,0.727119,-0.431327,0.726539,88.726987,23,0
0.104531,0.086237,0.519289,0.013073,0.473885,0.811083,52.933291,17,0
-1.229601,-0.644516,1.954491,1.897894,-0.451237,-0.674199,154.065288,9,0
-0.068248,0.96309,2.241525,-0.217617,0.550413,-0.431829,49.381048,5,0
0.518763,0.672626,0.90783,0.40311,1.100767,0.385095,122.460726,20,0
-0.854452,-0.394784,-1.772537,0.970461,0.186833,0.678189,90.818406,5,0
-0.068181,-1.192363,-1.206254,0.668616,0.024569,-1.884842,188.212728,23,0
0.500829,1.192254,0.605811,-0.201949,1.032393,-0.292631,54.882567,2,0
1.427199,-0.998511,0.260614,-0.496253,-1.156009,0.46159,135.302248,15,0
2.107575,0.310621,-0.990906,-0.438016,-1.491388,-1.529892,569.540026,8,0
0.092462,-0.627689,-1.147437,-1.715325,-1.439101,-0.961214,168.804484,8,0
0.333064,-1.14277,0.749127,-0.890874,1.303827,0.529449,128.639419,12,0
0.181676,-0.113586,-0.720067,0.404376,1.932546,0.175286,201.288091,13,0
-0.230477,0.48042,0.099926,-0.402825,-0.575218,-0.36958,21.934535,15,0
0.055479,-1.909791,-1.110214,-0.655013,0.123519,-0.706545,37.694979,6,0
0.733171,-1.130706,-0.453742,-0.106827,1.37047,0.955602,14.16988,16,0
-5.70911,-3.077545,1.746644,-0.489713,-0.035321,0.420297,235.670283,19,1
-0.440172,-1.284024,-0.353603,-1.602236,-1.523583,0.621103,313.325584,3,0
0.737279,0.243977,1.213821,1.60943,-1.251735,0.483203,50.305781,5,0
3.056837,-2.020485,0.233147,0.271623,-0.228089,-0.204519,21.945445,11,0
1.044572,0.980749,-0.038815,-0.483844,1.717395,-0.270614,496.841652,3,0
0.933741,-0.789599,-0.776852,0.305904,0.428651,-0.313133,119.424437,1,0
-0.178481,-0.591624,-0.008958,0.418437,1.41112,-0.419765,462.487898,3,0
-1.825358,1.366047,-1.157121,-1.65019,0.133352,-0.413703,63.99234,18,0
1.114037,0.059396,0.280343,-0.638337,-1.011461,-0.402367,72.043268,18,0
-0.710851,0.157108,-0.447305,-0.418972,-0.768415,0.53693,4.753843,8,0
0.124619,-0.484222,0.065169,1.920901,-0.348486,0.384429,192.901778,17,0
-0.177344,-0.223764,-0.541636,1.776951,-1.639067,0.359432,221.200054,22,0
-0.395612,-0.480177,-0.074639,-0.356823,-0.329483,1.179287,470.258942,0,0
-0.612486,-0.09289,0.218913,1.032371,-0.92187,-0.975473,107.246074,13,0
1.053986,0.096836,-0.144144,-1.184303,0.494107,0.761249,45.928921,8,0
2.517261,1.836714,0.978051,-0.424599,0.544247,-0.552245,101.362031,2,0
-2.122962,-0.179144,0.052093,0.615255,0.6965,0.085861,187.833974,2,0
-0.475401,-1.138789,2.089874,-2.474216,1.488112,0.425161,51.063591,6,0
-3.028436,0.23456,0.845145,0.656889,0.032754,0.942159,117.129856,12,0
1.527304,1.563649,-0.00205,1.55472,-0.187399,0.881692,860.1025,5,0
1.783276,0.77116,-1.756734,-0.924266,-1.277538,-0.131744,190.585753,16,0
-1.121546,2.532864,0.513793,0.448081,-0.343731,0.267862,115.908403,3,0
0.591828,-1.270695,-1.683315,0.967977,0.410632,-0.407545,413.249497,4,0
1.079798,-1.446602,-1.288977,0.148154,-0.922518,-1.095704,219.450337,21,0
0.188909,1.289093,-0.326079,0.863294,-0.82294,-0.032398,131.917098,4,0
